ESTU_TIPODOCUMENTO;ESTU_NACIONALIDAD;ESTU_GENERO;ESTU_FECHANACIMIENTO;PERIODO;ESTU_CONSECUTIVO;ESTU_ESTUDIANTE;ESTU_TIENEETNIA;ESTU_PAIS_RESIDE;ESTU_ETNIA;ESTU_DEPTO_RESIDE;ESTU_COD_RESIDE_DEPTO;ESTU_MCPIO_RESIDE;ESTU_COD_RESIDE_MCPIO;FAMI_ESTRATOVIVIENDA;FAMI_PERSONASHOGAR;FAMI_CUARTOSHOGAR;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;FAMI_TIENEINTERNET;FAMI_TIENESERVICIOTV;FAMI_TIENECOMPUTADOR;FAMI_TIENELAVADORA;FAMI_TIENEHORNOMICROOGAS;FAMI_TIENEAUTOMOVIL;FAMI_TIENEMOTOCICLETA;FAMI_TIENECONSOLAVIDEOJUEGOS;FAMI_NUMLIBROS;FAMI_COMELECHEDERIVADOS;FAMI_COMECARNEPESCADOHUEVO;FAMI_COMECEREALFRUTOSLEGUMBRE;FAMI_SITUACIONECONOMICA;ESTU_DEDICACIONLECTURADIARIA;ESTU_DEDICACIONINTERNET;ESTU_HORASSEMANATRABAJA;ESTU_TIPOREMUNERACION;COLE_CODIGO_ICFES;COLE_COD_DANE_ESTABLECIMIENTO;COLE_NOMBRE_ESTABLECIMIENTO;COLE_GENERO;COLE_NATURALEZA;COLE_CALENDARIO;COLE_BILINGUE;COLE_CARACTER;COLE_COD_DANE_SEDE;COLE_NOMBRE_SEDE;COLE_SEDE_PRINCIPAL;COLE_AREA_UBICACION;COLE_JORNADA;COLE_COD_MCPIO_UBICACION;COLE_MCPIO_UBICACION;COLE_COD_DEPTO_UBICACION;COLE_DEPTO_UBICACION;ESTU_PRIVADO_LIBERTAD;ESTU_COD_MCPIO_PRESENTACION;ESTU_MCPIO_PRESENTACION;ESTU_DEPTO_PRESENTACION;ESTU_COD_DEPTO_PRESENTACION;PUNT_LECTURA_CRITICA;PERCENTIL_LECTURA_CRITICA;DESEMP_LECTURA_CRITICA;PUNT_MATEMATICAS;PERCENTIL_MATEMATICAS;DESEMP_MATEMATICAS;PUNT_C_NATURALES;PERCENTIL_C_NATURALES;DESEMP_C_NATURALES;PUNT_SOCIALES_CIUDADANAS;PERCENTIL_SOCIALES_CIUDADANAS;DESEMP_SOCIALES_CIUDADANAS;PUNT_INGLES;PERCENTIL_INGLES;DESEMP_INGLES;PUNT_GLOBAL;PERCENTIL_GLOBAL;ESTU_INSE_INDIVIDUAL;ESTU_NSE_INDIVIDUAL;ESTU_NSE_ESTABLECIMIENTO;ESTU_ESTADOINVESTIGACION;ESTU_GENERACION-E
TI;COLOMBIA;F;4/01/2002;20194;SB11201940021957;ESTUDIANTE;No;COLOMBIA;NA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Estrato 4;3 a 4;Dos;Educación profesional completa;Educación profesional completa;No sabe;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Si;Si;Si;Si;Si;Si;No;Si;26 A 100 LIBROS;3 a 5 veces por semana;Todos o casi todos los días;Todos o casi todos los días;Igual;Entre 30 y 60 minutos;Más de 3 horas;0;No;23754;3,11848E+11;LICEO DE COLOMBIA BILINGÜE;MIXTO;NO OFICIAL;A;N;ACADÉMICO;3,11848E+11;LICEO DE COLOMBIA BILINGÜE;S;URBANO;COMPLETA;11001;BOGOTÁ D.C.;11;BOGOTÁ;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;66;90;4;59;76;3;68;96;3;60;86;3;75;98;B1;321;92;721.883.194.993.262;4;4;PUBLICAR;NO
TI;COLOMBIA;M;8/08/2002;20194;SB11201940037674;ESTUDIANTE;No;COLOMBIA;NA;ATLANTICO;8;MALAMBO;8433;Estrato 1;7 a 8;Dos;Secundaria (Bachillerato) completa;Primaria completa;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;Trabaja en el hogar, no trabaja o estudia;No;No;No;Si;Si;No;No;No;0 A 10 LIBROS;3 a 5 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Igual;Entre 1 y 2 horas;No Navega Internet;0;No;85266;3,08433E+11;UNIDAD PEDAGÓGICA BOLIVARIANA;MIXTO;NO OFICIAL;A;N;ACADÉMICO;3,08433E+11;ESCUELA PEDAGOGICA BOLIVARIANA;S;URBANO;MAÑANA;8433;MALAMBO;8;ATLANTICO;N;8634;SABANAGRANDE;ATLANTICO;8;63;83;3;71;96;4;62;89;3;54;73;2;69;94;B1;315;90;433.333.407.025.271;2;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;10/02/2003;20194;SB11201940204734;ESTUDIANTE;No;COLOMBIA;NA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Estrato 2;3 a 4;Dos;No sabe;Técnica o tecnológica incompleta;No sabe;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Si;Si;Si;Si;Si;No;No;No;26 A 100 LIBROS;3 a 5 veces por semana;Todos o casi todos los días;3 a 5 veces por semana;Igual;30 minutos o menos;30 minutos o menos;Menos de 10 horas;Si, en efectivo;105072;1,11001E+11;COLEGIO ALTAMIRA SURORIENTAL (IED);MIXTO;OFICIAL;A;N;ACADÉMICO;1,11001E+11;CENT EDUC DIST ALTAMIRA SUR ORIENTAL;S;URBANO;TARDE;11001;BOGOTÁ D.C.;11;BOGOTÁ;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;45;27;2;35;11;1;34;9;1;37;26;1;39;26;A-;189;14;590.709.083.034.392;3;3;PUBLICAR;NO
TI;COLOMBIA;F;22/04/2003;20194;SB11201940238260;ESTUDIANTE;No;COLOMBIA;NA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Estrato 2;5 a 6;Cuatro;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;No aplica;Trabaja en el hogar, no trabaja o estudia;Si;Si;Si;Si;No;No;Si;No;26 A 100 LIBROS;3 a 5 veces por semana;Todos o casi todos los días;3 a 5 veces por semana;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;0;No;102681;1,11001E+11;COLEGIO NUEVO SAN ANDRES DE LOS ALTOS (IED);MIXTO;OFICIAL;A;N;ACADÉMICO;1,11001E+11;CENT EDUC DIST NUEVO SAN ANDRES DE LOS ALTOS;S;URBANO;MAÑANA;11001;BOGOTÁ D.C.;11;BOGOTÁ;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;60;76;3;72;97;4;62;90;3;53;70;2;49;53;A1;304;86;548.055.598.052.578;3;3;PUBLICAR;NO
TI;COLOMBIA;M;16/06/2003;20194;SB11201940026485;ESTUDIANTE;No;COLOMBIA;NA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Estrato 3;5 a 6;Cinco;Secundaria (Bachillerato) incompleta;Educación profesional completa;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial;Si;Si;Si;Si;Si;No;No;No;26 A 100 LIBROS;3 a 5 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Mejor;No leo por entretenimiento;Entre 1 y 3 horas;Menos de 10 horas;Si, en efectivo;660779;3,11001E+11;INSTITUTO EL ROBLE;MIXTO;NO OFICIAL;OTRO;NA;NA;3,11001E+11;INSTITUTO EL ROBLE - SEDE PRINCIPAL;S;URBANO;NOCHE;11001;BOGOTÁ D.C.;11;BOGOTÁ;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;53;53;3;50;48;2;55;74;2;46;52;2;45;42;A-;253;57;575.798.624.189.425;3;3;PUBLICAR;NO
TI;COLOMBIA;F;18/09/2002;20194;SB11201940614244;ESTUDIANTE;No;COLOMBIA;Ninguno;BOGOTÁ;11;BOGOTÁ D.C.;11001;Estrato 2;7 a 8;Cinco;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;No aplica;Trabaja por cuenta propia (por ejemplo plomero, electricista);Si;Si;Si;Si;Si;No;Si;Si;26 A 100 LIBROS;Todos o casi todos los días;Todos o casi todos los días;Todos o casi todos los días;Mejor;Más de 2 horas;Entre 30 y 60 minutos;Entre 11 y 20 horas;Si, en efectivo;724757;1,11001E+11;COLEGIO TÉCNICO  JAIME PARDO LEAL (IED);MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,11001E+11;COLEGIO TÉCNICO JAIME PARDO LEAL (IED) - SEDE PRINCIPAL;S;URBANO;UNICA;11001;BOGOTÁ D.C.;11;BOGOTÁ;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;60;75;3;44;31;2;45;40;2;56;77;3;39;26;A-;252;56;597.934.023.223.018;3;3;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;3/09/2002;20194;SB11201940540363;ESTUDIANTE;No;COLOMBIA;NA;NORTE SANTANDER;54;CÚCUTA;54001;Estrato 2;3 a 4;Uno;Secundaria (Bachillerato) incompleta;Primaria completa;Es vendedor o trabaja en atención al público;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;No;No;No;No;No;No;No;No;0 A 10 LIBROS;1 o 2 veces por semana;Todos o casi todos los días;1 o 2 veces por semana;Peor;No leo por entretenimiento;Entre 1 y 3 horas;0;No;71993;1,54001E+11;INST TEC ALEJANDRO GUTIERREZ CALDERON;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,54001E+11;INST TEC ALEJANDRO GUTIERREZ CALDERON;S;URBANO;TARDE;54001;CÚCUTA;54;NORTE SANTANDER;N;54001;CÚCUTA;NORTE SANTANDER;54;54;56;3;58;73;3;49;55;2;41;38;2;59;81;A2;256;59;38.498.173.930.035;1;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;24/04/2003;20194;SB11201940535649;ESTUDIANTE;No;COLOMBIA;NA;CESAR;20;BOSCONIA;20060;Estrato 3;5 a 6;Cuatro;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;No aplica;No aplica;Si;Si;Si;Si;No;Si;Si;No;0 A 10 LIBROS;Todos o casi todos los días;Todos o casi todos los días;3 a 5 veces por semana;Mejor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;Menos de 10 horas;Si, en especie;38224;1,2006E+11;I.E. ELOY QUINTERO ARAUJO;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,2006E+11;I.E. ELOY QUINTERO ARAUJO;S;URBANO;MAÑANA;20060;BOSCONIA;20;CESAR;N;20060;BOSCONIA;CESAR;20;57;68;3;55;64;3;48;50;2;55;75;2;42;35;A-;264;64;559.559.418.665.246;3;2;PUBLICAR;NO
TI;COLOMBIA;F;20/04/2003;20194;SB11201940214210;ESTUDIANTE;No;COLOMBIA;NA;ANTIOQUIA;5;MEDELLÍN;5001;Estrato 2;7 a 8;Tres;Secundaria (Bachillerato) completa;Primaria incompleta;No aplica;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;No;No;No;Si;No;No;No;No;0 A 10 LIBROS;1 o 2 veces por semana;Nunca o rara vez comemos eso;1 o 2 veces por semana;Igual;Entre 30 y 60 minutos;30 minutos o menos;0;No;726638;1,05001E+11;INST EDUC RODRIGO ARENAS BETANCUR;MIXTO;OFICIAL;A;NA;NA;1,05001E+11;INST EDUC RODRIGO ARENAS BENTANCUR - SEDE PRINCIPAL;S;URBANO;UNICA;5001;MEDELLÍN;5;ANTIOQUIA;N;5001;MEDELLÍN;ANTIOQUIA;5;38;10;2;43;27;2;38;18;1;35;22;1;39;26;A-;193;16;365.915.921.015.308;1;2;PUBLICAR;NO
CC;COLOMBIA;M;12/04/2000;20194;SB11201940072291;ESTUDIANTE;No;COLOMBIA;NA;CUNDINAMARCA;25;MEDINA;25438;Estrato 2;7 a 8;Cuatro;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;No;No;No;Si;No;No;Si;No;NA;3 a 5 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Igual;30 minutos o menos;30 minutos o menos;0;No;235879;1,25438E+11;I.E.D. ALONSO RONQUILLO;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,25438E+11;I.E.D. ALONSO RONQUILLO - SEDE PRINCIPAL;S;URBANO;UNICA;25438;MEDINA;25;CUNDINAMARCA;N;50001;VILLAVICENCIO;META;50;48;34;2;42;26;2;46;43;2;39;31;1;50;56;A1;221;34;404.916.540.733.186;1;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;19/11/2002;20194;SB11201940314493;ESTUDIANTE;No;COLOMBIA;NA;BOLIVAR;13;CARTAGENA DE INDIAS;13001;Estrato 3;5 a 6;Dos;Técnica o tecnológica completa;Educación profesional incompleta;Es vendedor o trabaja en atención al público;Es vendedor o trabaja en atención al público;Si;Si;Si;Si;Si;Si;Si;No;NA;1 o 2 veces por semana;Todos o casi todos los días;Todos o casi todos los días;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;0;No;76497;3,13001E+11;COL. EUCARISTICO NTRA. SRA. DEL CARMEN;MIXTO;NO OFICIAL;A;N;ACADÉMICO;3,13001E+11;COL. EUCARISTICO NTRA. SRA. DEL CARMEN;S;URBANO;COMPLETA;13001;CARTAGENA DE INDIAS;13;BOLIVAR;N;13001;CARTAGENA DE INDIAS;BOLIVAR;13;56;64;3;37;14;2;37;15;1;46;53;2;47;49;A-;221;34;619.305.905.318.103;3;3;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;3/08/2003;20194;SB11201940000763;ESTUDIANTE;No;COLOMBIA;NA;BOLIVAR;13;MOMPÓS;13468;Estrato 2;3 a 4;Dos;Educación profesional completa;Educación profesional completa;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Si;Si;Si;Si;Si;Si;Si;No;26 A 100 LIBROS;3 a 5 veces por semana;Todos o casi todos los días;Todos o casi todos los días;Igual;30 minutos o menos;Más de 3 horas;0;No;4606;3,13468E+11;COL SAGRADO CORAZON DE JESUS;MIXTO;NO OFICIAL;A;N;ACADÉMICO;3,13468E+11;COL SAGRADO CORAZON DE JESUS;S;URBANO;MAÑANA;13468;MOMPÓS;13;BOLIVAR;N;13468;MOMPÓS;BOLIVAR;13;66;90;4;69;94;3;70;98;3;77;100;4;76;98;B1;355;98;710.109.240.254.252;4;3;PUBLICAR;NO
TI;COLOMBIA;F;25/08/2003;20194;SB11201940079717;ESTUDIANTE;No;COLOMBIA;NA;SUCRE;70;SINCELEJO;70001;Estrato 1;3 a 4;Dos;Educación profesional completa;Técnica o tecnológica completa;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Si;No;Si;Si;No;No;No;No;26 A 100 LIBROS;3 a 5 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;0;No;708768;1,70001E+11;INSTITUCION EDUCATIVA SIMON ARAUJO;MIXTO;OFICIAL;A;N;ACADÉMICO;1,70001E+11;INSTITUCION EDUCATIVA SIMON ARAUJO;S;URBANO;UNICA;70001;SINCELEJO;70;SUCRE;N;70001;SINCELEJO;SUCRE;70;74;99;4;71;96;4;76;100;4;73;99;4;74;97;B1;368;100;559.995.423.068.366;3;2;PUBLICAR;GENERACION E - EXCELENCIA NACIONAL
TI;COLOMBIA;F;24/11/2001;20194;SB11201940283788;ESTUDIANTE;Si;COLOMBIA;Comunidad afrodescendiente;NARIÑO;52;SAN ANDRÉS DE TUMACO;52835;Estrato 3;1 a 2;Uno;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;No;No;No;No;No;Si;Si;No;0 A 10 LIBROS;Nunca o rara vez comemos eso;1 o 2 veces por semana;Nunca o rara vez comemos eso;Igual;No leo por entretenimiento;30 minutos o menos;Más de 30 horas;No;75010;2,52835E+11;IE. AGROINDUSTRIAL SAN LUIS ROBLES;MIXTO;OFICIAL;A;N;TÉCNICO;2,52835E+11;SEDE # 1 SAN LUIS ROBLES;S;RURAL;MAÑANA;52835;SAN ANDRÉS DE TUMACO;52;NARIÑO;N;52835;SAN ANDRÉS DE TUMACO;NARIÑO;52;31;2;1;38;17;2;32;6;1;36;23;1;35;14;A-;172;7;377.776.005.488.709;1;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;2/08/2002;20194;SB11201940527369;ESTUDIANTE;No;COLOMBIA;NA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Estrato 3;3 a 4;Cuatro;Postgrado;Postgrado;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Si;Si;Si;Si;Si;Si;Si;Si;26 A 100 LIBROS;Todos o casi todos los días;Todos o casi todos los días;3 a 5 veces por semana;Mejor;No leo por entretenimiento;Entre 1 y 3 horas;0;No;95422;3,11001E+11;INSTITUTO ANDINO DE BACHILLERATO Y CAPACITACION;MIXTO;NO OFICIAL;A;N;ACADÉMICO;3,11001E+11;INSTITUTO ANDINO DE BACHILLERATO Y CAPACITACION;S;URBANO;NOCHE;11001;BOGOTÁ D.C.;11;BOGOTÁ;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;38;10;2;48;41;2;37;16;1;24;1;1;41;31;A-;185;12;80.552.374.476.591.900;4;3;PUBLICAR;NO
TI;COLOMBIA;F;17/07/2003;20194;SB11201940406879;ESTUDIANTE;No;COLOMBIA;NA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Estrato 1;5 a 6;Tres;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Trabaja en el hogar, no trabaja o estudia;Si;Si;Si;Si;No;Si;No;No;26 A 100 LIBROS;Todos o casi todos los días;3 a 5 veces por semana;Todos o casi todos los días;Peor;Entre 1 y 2 horas;Entre 30 y 60 minutos;0;No;85365;3,11001E+11;INST SAN PABLO APOSTOL;MIXTO;NO OFICIAL;A;N;ACADÉMICO;3,11001E+11;INST SAN PABLO APOSTOL;S;URBANO;COMPLETA;11001;BOGOTÁ D.C.;11;BOGOTÁ;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;69;96;4;71;96;4;69;97;3;69;97;3;64;90;A2;345;97;570.520.751.755.217;3;3;PUBLICAR;NO
CC;COLOMBIA;F;27/02/1991;20194;SB11201940405670;ESTUDIANTE;No;COLOMBIA;NA;SANTANDER;68;SOCORRO;68755;Estrato 1;5 a 6;Tres;Primaria incompleta;Primaria incompleta;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;Trabaja en el hogar, no trabaja o estudia;No;Si;No;Si;No;No;No;No;0 A 10 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;3 a 5 veces por semana;Igual;30 minutos o menos;30 minutos o menos;Entre 21 y 30 horas;Si, en efectivo;128371;1,68755E+11;COLEGIO AVELINA MORENO;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,68755E+11;COLEGIO AVELINA MORENO;S;URBANO;NOCHE;68755;SOCORRO;68;SANTANDER;N;68755;SOCORRO;SANTANDER;68;36;7;2;21;1;1;41;26;2;38;28;1;40;29;A-;172;7;372.416.033.123.987;1;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;26/03/2003;20194;SB11201940239628;ESTUDIANTE;No;COLOMBIA;NA;ANTIOQUIA;5;MEDELLÍN;5001;Estrato 1;5 a 6;Tres;Primaria completa;Secundaria (Bachillerato) completa;Es operario de máquinas o conduce vehículos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;Si;Si;Si;Si;No;No;No;No;0 A 10 LIBROS;Todos o casi todos los días;Todos o casi todos los días;Nunca o rara vez comemos eso;Igual;30 minutos o menos;Más de 3 horas;0;No;85779;1,05001E+11;INST EDUC LA INDEPENDENCIA;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,05001E+11;INST EDUC LA INDEPENDENCIA;S;URBANO;MAÑANA;5001;MEDELLÍN;5;ANTIOQUIA;N;5001;MEDELLÍN;ANTIOQUIA;5;48;35;2;48;43;2;35;11;1;36;23;1;38;22;A-;207;25;508.398.824.415.941;2;2;PUBLICAR;GENERACION E - GRATUIDAD
CC;COLOMBIA;F;9/04/2000;20194;SB11201940529555;ESTUDIANTE;No;COLOMBIA;NA;ANTIOQUIA;5;ZARAGOZA;5895;NA;5 a 6;Cinco;NA;NA;Trabaja en el hogar, no trabaja o estudia;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;NA;NA;No;No;Si;No;Si;No;NA;NA;NA;NA;Igual;NA;NA;0;No;158808;1,05895E+11;I. E. FRANCISCO DE PAULA SANTANDER;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,05895E+11;COLEGIO FRANCISCO DE PAULA SANTANDER;S;URBANO;NOCHE;5895;ZARAGOZA;5;ANTIOQUIA;N;5895;ZARAGOZA;ANTIOQUIA;5;50;40;2;37;13;2;25;1;1;42;41;2;31;7;A-;190;15;457.507.250.417.542;2;2;PUBLICAR;GENERACION E - GRATUIDAD
CC;COLOMBIA;M;28/01/2000;20194;SB11201940053619;ESTUDIANTE;No;COLOMBIA;NA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Estrato 2;5 a 6;Cuatro;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Es operario de máquinas o conduce vehículos (taxita, chofer);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Si;Si;Si;Si;Si;No;Si;No;11 A 25 LIBROS;NA;Todos o casi todos los días;NA;Mejor;30 minutos o menos;Más de 3 horas;Entre 21 y 30 horas;Si, en efectivo;658419;3,11001E+11;COLEGIO SUPERIOR PALERMO SANTA ISABEL;MIXTO;NO OFICIAL;OTRO;NA;NA;3,11001E+11;COLEGIO SUPERIOR PALERMO SANTA ISABEL - SEDE PRINCIPAL;S;URBANO;SABATINA;11001;BOGOTÁ D.C.;11;BOGOTÁ;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;64;87;3;60;78;3;58;81;3;56;77;3;52;62;A1;295;81;525.984.782.477.122;3;3;PUBLICAR;NO
TI;COLOMBIA;F;3/10/2002;20194;SB11201940435359;ESTUDIANTE;No;COLOMBIA;NA;SANTANDER;68;BUCARAMANGA;68001;Estrato 4;3 a 4;Tres;Postgrado;Postgrado;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Si;Si;Si;Si;Si;Si;Si;Si;26 A 100 LIBROS;Todos o casi todos los días;Todos o casi todos los días;Todos o casi todos los días;Mejor;Más de 2 horas;Más de 3 horas;0;No;14092;3,68001E+11;COLEGIO DE LA PRESENTACION;MIXTO;NO OFICIAL;A;N;ACADÉMICO;3,68001E+11;COLEGIO DE LA PRESENTACION;S;URBANO;COMPLETA;68001;BUCARAMANGA;68;SANTANDER;N;68001;BUCARAMANGA;SANTANDER;68;73;99;4;71;96;4;65;94;3;58;82;3;81;100;B+;339;96;823.957.384.276.043;4;4;PUBLICAR;NO
TI;COLOMBIA;M;14/11/2000;20194;SB11201940628548;ESTUDIANTE;No;COLOMBIA;NA;ATLANTICO;8;BARRANQUILLA;8001;Estrato 3;7 a 8;Cuatro;Secundaria (Bachillerato) completa;Ninguno;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;No;Si;Si;Si;Si;No;No;No;0 A 10 LIBROS;3 a 5 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Igual;Más de 2 horas;Más de 3 horas;0;Si, en efectivo;122994;1,08001E+11;INSTITUCION EDUCATIVA DISTRITAL JESUS DE NAZARETH;MIXTO;OFICIAL;A;N;ACADÉMICO;1,08001E+11;INSTITUCION EDUCATIVA DISTRITAL JESUS DE NAZARETH - SEDE PRINCIPAL;S;URBANO;NOCHE;8001;BARRANQUILLA;8;ATLANTICO;N;8001;BARRANQUILLA;ATLANTICO;8;43;22;2;45;31;2;38;18;1;31;11;1;31;7;A-;193;16;465.000.512.368.632;2;2;PUBLICAR;NO
TI;COLOMBIA;F;6/05/2002;20194;SB11201940308902;ESTUDIANTE;No;COLOMBIA;NA;ANTIOQUIA;5;RETIRO;5607;Estrato 3;5 a 6;Uno;Primaria completa;Técnica o tecnológica incompleta;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Si;Si;Si;Si;Si;No;No;No;0 A 10 LIBROS;Todos o casi todos los días;1 o 2 veces por semana;3 a 5 veces por semana;Igual;Entre 1 y 2 horas;Entre 1 y 3 horas;Menos de 10 horas;Si, en efectivo;26435;1,05607E+11;I. E. IGNACIO BOTERO VALLEJO;MIXTO;OFICIAL;A;N;ACADÉMICO;1,05607E+11;I. E. IGNACIO BOTERO VALLEJO;S;URBANO;COMPLETA;5607;RETIRO;5;ANTIOQUIA;N;5615;RIONEGRO;ANTIOQUIA;5;50;40;2;60;79;3;37;17;1;48;59;2;50;56;A1;244;51;545.857.494.628.743;3;2;PUBLICAR;NO
TI;COLOMBIA;M;31/10/2002;20194;SB11201940213954;ESTUDIANTE;No;COLOMBIA;NA;BOLIVAR;13;TURBACO;13836;Estrato 1;9 o más;Cuatro;Ninguno;Primaria incompleta;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;No;No;No;Si;No;No;No;No;NA;3 a 5 veces por semana;1 o 2 veces por semana;Nunca o rara vez comemos eso;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;0;No;122168;2,13468E+11;I.E.T.A. DEL CHICAGUA;MIXTO;OFICIAL;A;N;TÉCNICO;2,13468E+11;I.E.T.A. DEL CHICAGUA - SEDE PRINCIPAL;S;RURAL;MAÑANA;13468;MOMPÓS;13;BOLIVAR;N;13468;MOMPÓS;BOLIVAR;13;39;13;2;43;26;2;44;37;2;39;33;1;33;11;A-;203;22;326.728.440.658.694;1;1;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;12/10/2002;20194;SB11201940072387;ESTUDIANTE;No;COLOMBIA;NA;VALLE;76;PALMIRA;76520;Estrato 2;1 a 2;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Es operario de máquinas o conduce vehículos (taxita, chofer);Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;Si;No;Si;Si;Si;No;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;Todos o casi todos los días;1 o 2 veces por semana;Mejor;No leo por entretenimiento;Más de 3 horas;0;No;118414;1,7652E+11;IE JUAN PABLO II;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,7652E+11;JUAN PABLO II;S;URBANO;MAÑANA;76520;PALMIRA;76;VALLE;N;76520;PALMIRA;VALLE;76;67;92;4;61;79;3;54;70;2;56;76;3;53;66;A1;295;82;504.438.704.443.113;2;2;PUBLICAR;NO
